"","title","title_type","genre","runtime","mpaa_rating","studio","thtr_rel_year","thtr_rel_month","thtr_rel_day","dvd_rel_year","dvd_rel_month","dvd_rel_day","imdb_rating","imdb_num_votes","critics_rating","critics_score","audience_rating","audience_score","best_pic_nom","best_pic_win","best_actor_win","best_actress_win","best_dir_win","top200_box","director","actor1","actor2","actor3","actor4","actor5","imdb_url","rt_url","genre_string"
"244","Man on Wire","Documentary","Documentary",94,"PG-13","Magnolia Pictures",2008,1,22,2008,12,9,7.9,38076,"Certified Fresh",100,"Upright",87,"no","no","no","no","no","no","James Marsh","Philippe Petit","Alan Welner","Annie Allix","Jim Moore","Jean Francois Heckel","http://www.imdb.com/title/tt1155592/","//www.rottentomatoes.com/m/man_on_wire/","Documentar"
"245","Madagascar: Escape 2 Africa","Feature Film","Action & Adventure",89,"PG","Paramount Studios",2008,11,7,2009,2,6,6.7,137405,"Fresh",64,"Upright",66,"no","no","no","no","no","no","Tom McGrath","Ben Stiller","Chris Rock","David Schwimmer","Jada Pinkett Smith","Sacha Baron Cohen","http://www.imdb.com/title/tt0479952/","//www.rottentomatoes.com/m/madagascar_escape_2_africa/","Action & A"
"246","Failure to Launch","Feature Film","Drama",97,"PG-13","Paramount Pictures",2006,3,10,2006,6,27,5.6,56361,"Rotten",24,"Spilled",52,"no","no","yes","no","no","no","Tom Dey","Matthew McConaughey","Sarah Jessica Parker","Zooey Deschanel","Justin Bartha","Bradley Cooper","http://www.imdb.com/title/tt0427229/","//www.rottentomatoes.com/m/failure_to_launch/","Drama"
"247","London to Brighton","Feature Film","Mystery & Suspense",85,"R","Outsider Films",2008,2,8,2005,3,15,7,7244,"Fresh",67,"Upright",75,"no","no","no","no","no","no","Paul Andrew Williams","Lorraine Stanley","Georgia Groome","Johnny Harris","Nathan Constance","Sam Spruell","http://www.imdb.com/title/tt0490166/","//www.rottentomatoes.com/m/london_to_brighton/","Mystery & "
"248","A Stranger Among Us","Feature Film","Drama",110,"PG-13","Buena Vista Pictures",1992,1,1,2003,6,3,5.7,2701,"Rotten",23,"Spilled",40,"no","no","no","no","no","no","Sidney Lumet","Melanie Griffith","Eric Thal","John Pankow","Tracy Pollan","Lee Richardson","http://www.imdb.com/title/tt0105483/","//www.rottentomatoes.com/m/stranger_among_us/","Drama"
"249","Van Wilder: The Rise of Taj (Van Wilder 2)","Feature Film","Comedy",97,"R","MGM",2006,12,1,2007,3,27,4.8,18712,"Rotten",7,"Spilled",38,"no","no","no","no","no","no","Mort Nathan","Kal Penn","Lauren Cohan","Dan Percival","Daniel Percival","Glen Barry","http://www.imdb.com/title/tt0480271/","//www.rottentomatoes.com/m/van_wilder_2/","Comedy"
"250","The Human Stain","Feature Film","Mystery & Suspense",106,"R","Miramax Films",2003,10,21,2004,7,20,6.3,25054,"Rotten",43,"Spilled",49,"no","no","yes","yes","yes","no","Robert Benton","Anthony Hopkins","Nicole Kidman","Ed Harris","Gary Sinise","Wentworth Miller","http://www.imdb.com/title/tt0308383/","//www.rottentomatoes.com/m/human_stain/","Mystery & "
"251","Woo","Feature Film","Comedy",84,"R","New Line Home Entertainment",1998,5,8,2004,1,13,3.8,1510,"Rotten",10,"Upright",63,"no","no","no","no","no","no","Tommy Davidson","Jada Pinkett Smith","Tommy Davidson","Girlina","Dave Chappelle","Paula Jai Parker","http://www.imdb.com/title/tt0120531/","//www.rottentomatoes.com/m/woo/","Comedy"
"252","The Black Stallion","Feature Film","Action & Adventure",118,"G","Twentieth Century Fox Home Entertainment",1979,10,17,1997,9,10,7.4,8544,"Fresh",88,"Upright",83,"no","no","no","no","no","no","Carroll Ballard","Kelly Reno","Mickey Rooney","Teri Garr","Clarence Muse","Hoyt Axton","http://www.imdb.com/title/tt0078872/","//www.rottentomatoes.com/m/black_stallion/","Action & A"
"253","Savior","Feature Film","Drama",103,"R","Sony Pictures Home Entertainment",1998,11,20,1999,4,20,7.3,8561,"Rotten",56,"Upright",81,"no","no","no","no","no","no","Predrag Antonijevic","Dennis Quaid","Nastassja Kinski","Natasa Ninkovic","Sergej Trifunovic","Nebojsa Glogovac","http://www.imdb.com/title/tt0120070/","//www.rottentomatoes.com/m/savior/","Drama"
"254","Project X","Feature Film","Drama",88,"R","Warner Bros. Pictures",2012,3,2,2012,6,19,6.7,151934,"Rotten",28,"Upright",61,"no","no","no","no","no","no","Jonathan Kaplan","Thomas Mann","Oliver Cooper","Dax Flame","Kirby Bliss Blanton","Jonathan Brown","http://www.imdb.com/title/tt1636826/","//www.rottentomatoes.com/m/project_x_2011/","Drama"
"255","Bottle Rocket","Feature Film","Drama",91,"R","Columbia Pictures",1996,2,23,1998,12,22,7.1,52449,"Certified Fresh",85,"Upright",80,"no","no","no","no","no","no","Wes Anderson","Owen Wilson","Luke Wilson","Robert Musgrave","Ned Dowd","James Caan","http://www.imdb.com/title/tt0115734/","//www.rottentomatoes.com/m/bottle_rocket/","Drama"
"256","At First Sight","Feature Film","Drama",128,"PG-13","MGM",1999,1,15,1999,4,27,5.9,11001,"Rotten",32,"Spilled",46,"no","no","no","no","no","no","Irwin Winkler","Val Kilmer","Mira Sorvino","Kelly McGillis","Steven Weber","Bruce Davison","http://www.imdb.com/title/tt0132512/","//www.rottentomatoes.com/m/1084607-at_first_sight/","Drama"
"257","Session 9","Feature Film","Drama",100,"R","USA Films",2001,8,10,2002,2,26,6.5,42613,"Fresh",63,"Upright",64,"no","no","no","no","no","no","Brad Anderson","David Caruso","Stephen Gevedon","Paul Guilfoyle","Josh Lucas","Peter Mullan","http://www.imdb.com/title/tt0261983/","//www.rottentomatoes.com/m/session_9/","Drama"
"258","Liz & Dick","TV Movie","Drama",88,"Unrated","E1 Entertainment",2012,1,1,2013,5,14,4.1,3505,"Rotten",33,"Spilled",19,"no","no","no","no","no","no","Lloyd Kramer","Lindsay Lohan","Grant  Bowler","Theresa Russell","David Hunt","Bruce Nozick","http://www.imdb.com/title/tt2375255/","//www.rottentomatoes.com/m/liz_and_dick/","Drama"
"259","The Devil's Rejects","Feature Film","Horror",107,"R","Lions Gate Films",2005,7,22,2005,11,7,6.9,74294,"Rotten",53,"Upright",78,"no","no","no","no","no","no","Rob Zombie","Sid Haig","Bill Moseley","William Forsythe","Ken Foree","Matthew McGrory","http://www.imdb.com/title/tt0395584/","//www.rottentomatoes.com/m/devils_rejects/","Horror"
"260","Surviving Progress","Documentary","Documentary",86,"G","First Run Features",2012,4,6,2012,9,25,7.5,1480,"Fresh",75,"Upright",80,"no","no","no","no","no","no","Mathieu Roy","Enio Beata","Colin Beavan","Jane Goodall","Margaret Atwood","Robert Wright","http://www.imdb.com/title/tt1462014/","//www.rottentomatoes.com/m/surviving_progress_2011/","Documentar"
"261","The Squeeze","Feature Film","Action & Adventure",101,"PG-13","HBO Video",1987,7,10,NA,NA,NA,4.5,703,"Rotten",17,"Spilled",33,"no","no","no","no","no","no","Roger Young","Michael Keaton","Rae Dawn Chong","Meat Loaf","John Davidson","Ric Abernathy","http://www.imdb.com/title/tt0094021/","//www.rottentomatoes.com/m/1019743-squeeze/","Action & A"
"262","Kindergarten Cop","Feature Film","Action & Adventure",111,"PG-13","MCA Universal Home Video",1990,12,21,1998,1,20,6,103789,"Rotten",51,"Spilled",51,"no","no","no","no","no","no","Ivan Reitman","Arnold Schwarzenegger","Penelope Ann Miller","Pamela Reed","Linda Hunt","Richard Tyson","http://www.imdb.com/title/tt0099938/","//www.rottentomatoes.com/m/kindergarten_cop/","Action & A"
"263","In the Loop","Feature Film","Art House & International",106,"Unrated","IFC",2009,7,24,2010,1,12,7.5,42842,"Certified Fresh",94,"Upright",81,"no","no","no","no","no","no","Armando Iannucci","Tom Hollander","Peter Capaldi","James Gandolfini","Gina McKee","Anna Chlumsky","http://www.imdb.com/title/tt1226774/","//www.rottentomatoes.com/m/in_the_loop/","Art House "
"264","Cypher","Feature Film","Action & Adventure",95,"R","Miramax",2002,10,7,2005,8,2,6.8,26731,"Rotten",58,"Upright",65,"no","no","no","no","no","no","Vincenzo Natali","Jeremy Northam","Lucy Liu","Nigel Bennett","Timothy Webber","David Hewlett","http://www.imdb.com/title/tt0284978/","//www.rottentomatoes.com/m/cypher/","Action & A"
"265","Love and Death","Feature Film","Drama",85,"PG","United Artists",1975,6,10,2000,7,5,7.8,26628,"Fresh",100,"Upright",90,"no","no","no","yes","yes","no","Woody Allen","Woody Allen","Diane Keaton","Harold Gould","Despo Diamantidou","Edmond Ardisson","http://www.imdb.com/title/tt0073312/","//www.rottentomatoes.com/m/love_and_death/","Drama"
"266","Happy Gilmore","Feature Film","Comedy",92,"PG-13","MCA Universal Home Video",1996,2,16,1998,2,24,7,149437,"Fresh",60,"Upright",85,"no","no","no","no","no","no","Dennis Dugan","Adam Sandler","Christopher McDonald","Julie Bowen","Frances Bay","Carl Weathers","http://www.imdb.com/title/tt0116483/","//www.rottentomatoes.com/m/happy_gilmore/","Comedy"
"267","Catch a Fire","Feature Film","Drama",101,"PG-13","Focus Features",2006,10,27,2007,1,30,6.7,9291,"Certified Fresh",76,"Upright",71,"no","no","no","no","no","no","Phillip Noyce","Tim Robbins","Derek Luke","Bonnie Henna","Mncedisi Shabangu","Tumisho K. Masha","http://www.imdb.com/title/tt0437232/","//www.rottentomatoes.com/m/catch_a_fire/","Drama"
"268","Run Lola Run","Feature Film","Drama",81,"R","Sony Pictures Classics",1999,6,18,1999,12,21,7.8,157701,"Certified Fresh",93,"Upright",90,"no","no","no","no","no","no","Tom Tykwer","Franka Potente","Moritz Bleibtreu","Herbert Knaup","Nina Petri","Armin Rohde","http://www.imdb.com/title/tt0130827/","//www.rottentomatoes.com/m/run_lola_run/","Drama"
"269","Funny Farm","Feature Film","Comedy",101,"PG","Warner Home Video",1988,6,3,1999,5,18,6.1,14901,"Fresh",67,"Spilled",50,"no","no","no","no","yes","no","George Roy Hill","Chevy Chase","Madolyn Smith Osborne","Kevin O'Morrison","Joseph Maher","Jack Gilpin","http://www.imdb.com/title/tt0095188/","//www.rottentomatoes.com/m/1007990-funny_farm/","Comedy"
"270","Winter Kills","Feature Film","Mystery & Suspense",97,"R","AVCO Embassy Pictures",1977,1,1,2003,3,18,6.4,1361,"Fresh",86,"Spilled",51,"no","no","yes","no","no","no","William Richert","Jeff Bridges","John Huston","Anthony Perkins","Eli Wallach","Sterling Hayden","http://www.imdb.com/title/tt0080139/","//www.rottentomatoes.com/m/winter-kills/","Mystery & "
"271","Waking Life","Feature Film","Drama",99,"R","Fox Searchlight",2001,1,19,2002,5,7,7.8,47065,"Certified Fresh",80,"Upright",87,"no","no","no","no","no","no","Richard Linklater","Lorelei Linklater","Trevor Jack Brooks","Glover Gill","Timothy 'Speed' Levitch","Laura Hicks","http://www.imdb.com/title/tt0243017/","//www.rottentomatoes.com/m/waking_life/","Drama"
"272","An Ideal Husband","Feature Film","Comedy",97,"PG-13","Miramax Films",1999,6,18,2000,1,18,6.9,12606,"Certified Fresh",85,"Upright",69,"no","no","no","yes","no","no","Oliver Parker","Rupert Everett","Julianne Moore","Jeremy Northam","Cate Blanchett","Minnie Driver","http://www.imdb.com/title/tt0122541/","//www.rottentomatoes.com/m/1091577-ideal_husband/","Comedy"
"273","Being John Malkovich","Feature Film","Drama",112,"R","Gramercy Pictures",1999,10,29,2000,5,2,7.8,246587,"Certified Fresh",93,"Upright",87,"no","no","no","no","no","no","Spike Jonze","John Cusack","Cameron Diaz","Catherine Keener","John Malkovich","Orson Bean","http://www.imdb.com/title/tt0120601/","//www.rottentomatoes.com/m/being_john_malkovich/","Drama"
"274","Secondhand Lions","Feature Film","Drama",111,"PG","New Line Cinema",2003,9,19,2004,2,3,7.6,42208,"Rotten",59,"Upright",84,"no","no","yes","no","no","no","Tim McCanlies","Michael Caine","Robert Duvall","Haley Joel Osment","Kyra Sedgwick","Nicky Katt","http://www.imdb.com/title/tt0327137/","//www.rottentomatoes.com/m/secondhand_lions/","Drama"
"275","Politiki Kouzina (A Touch of Spice)","Feature Film","Drama",108,"Unrated","Brainstorm Media",2003,10,24,2010,1,26,7.6,9216,"Rotten",31,"Upright",86,"no","no","no","no","no","no","Tassos Boulmetis","Georges Corraface","Ieroklis Michaelidis","Ieroklis Mihailidis","Renia Louizidou","Basak Koklukaya","http://www.imdb.com/title/tt0378897/","//www.rottentomatoes.com/m/politiki-kouzina-a-touch-of-spice/","Drama"
"276","Hellboy II: The Golden Army (Hellboy 2)","Feature Film","Action & Adventure",120,"PG-13","Universal Pictures",2008,6,28,2008,11,11,7,201787,"Certified Fresh",85,"Upright",71,"no","no","no","no","no","no","Guillermo del Toro","Ron Perlman","Selma Blair","Jeffrey Tambor","Luke Goss","John Alexander","http://www.imdb.com/title/tt0411477/","//www.rottentomatoes.com/m/hellboy_2_the_golden_army/","Action & A"
"277","The Return of the Pink Panther","Feature Film","Mystery & Suspense",113,"G","United Artists",1975,5,21,2001,3,20,7.1,19000,"Fresh",89,"Upright",82,"no","no","no","no","no","no","Blake Edwards","Peter Sellers","Christopher Plummer","Catherine Schell","Herbert Lom","Peter Arne","http://www.imdb.com/title/tt0072081/","//www.rottentomatoes.com/m/return_of_the_pink_panther/","Mystery & "
"278","Love the Beast","Documentary","Documentary",92,"R","Madman Entertainment",2009,3,12,2010,7,13,7.5,1799,"Fresh",61,"Upright",72,"no","no","no","no","no","no","Eric Bana","Eric Bana","Jay Leno","Phil McGraw","Jeremy Clarkson","Barry Oliver","http://www.imdb.com/title/tt1284028/","//www.rottentomatoes.com/m/love_the_beast/","Documentar"
"279","200 Cigarettes","Feature Film","Drama",101,"R","Paramount Pictures",1999,2,26,1999,8,31,5.9,12877,"Rotten",28,"Spilled",59,"no","no","no","no","no","no","Risa Bramon Garcia","Ben Affleck","Martha Plimpton","Paul Rudd","Janeane Garofalo","Courtney Love","http://www.imdb.com/title/tt0137338/","//www.rottentomatoes.com/m/200_cigarettes/","Drama"
"280","The Wild Geese","Feature Film","Drama",134,"R","Tango Entertainment",1978,11,11,2005,9,27,6.8,9025,"Fresh",60,"Upright",76,"no","no","no","no","no","no","Andrew V. McLaglen","Richard Burton","Richard Harris","Roger Moore","Hardy Kruger","Stewart Granger","http://www.imdb.com/title/tt0078492/","//www.rottentomatoes.com/m/wild_geese/","Drama"
"281","The Slumber Party Massacre","Feature Film","Horror",77,"R","New Concorde Home Entertainment",1982,11,12,2000,8,29,5.7,5985,"Rotten",36,"Spilled",45,"no","no","no","no","no","no","Amy Holden Jones","Michele Michaels","Robin Stille","Michael Villela","Andre Honore","Joe Dante","http://www.imdb.com/title/tt0084695/","//www.rottentomatoes.com/m/slumber_party_massacre/","Horror"
"282","Oliver & Company","Feature Film","Animation",74,"G",NA,1988,11,18,2002,5,14,6.7,30886,"Rotten",43,"Upright",63,"no","no","no","no","no","no","George Scribner","Joey Lawrence","Billy Joel","Cheech Marin","Bette Midler","Dom DeLuise","http://www.imdb.com/title/tt0095776/","//www.rottentomatoes.com/m/oliver_and_company/","Animation"
"283","No Mercy","Feature Film","Drama",106,"R","Sony Pictures Home Entertainment",1986,12,19,2001,3,6,5.6,4970,"Rotten",21,"Spilled",29,"no","no","no","no","no","no","Richard Pearce","Richard Gere","Kim Basinger","Jeroen Krabbe","George Dzundza","Gary Basaraba","http://www.imdb.com/title/tt0091637/","//www.rottentomatoes.com/m/1015199-no_mercy/","Drama"
"284","Imagining Argentina","Feature Film","Art House & International",107,"R","Arenas Entertainment",2004,6,11,2005,10,11,6.3,2732,"Rotten",33,"Upright",72,"no","no","no","yes","no","no","Christopher Hampton","Irene Escolar","Fernando Tielve","Hector Bordoni","Antonio Banderas","Emma Thompson","http://www.imdb.com/title/tt0314197/","//www.rottentomatoes.com/m/imagining_argentina/","Art House "
"285","Good Boy!","Feature Film","Comedy",87,"PG","MGM",2003,10,10,2004,3,2,5.1,3336,"Rotten",44,"Spilled",40,"no","no","no","no","no","no","John Robert Hoffman","Liam Aiken","Molly Shannon","Kevin Nealon","Brittany Moldowan","George Touliatos","http://www.imdb.com/title/tt0326900/","//www.rottentomatoes.com/m/1126165-good_boy/","Comedy"
"286","Speed","Feature Film","Mystery & Suspense",116,"R","20th Century Fox",1994,6,10,1998,11,3,7.2,252661,"Certified Fresh",93,"Upright",76,"no","no","no","yes","no","no","Jan de Bont","Keanu Reeves","Dennis Hopper","Sandra Bullock","Joe Morton","Jeff Daniels","http://www.imdb.com/title/tt0111257/","//www.rottentomatoes.com/m/1052692-1052692-speed/","Mystery & "
"287","Me and You and Everyone We Know","Feature Film","Drama",91,"R","IFC Films",2005,6,24,2005,10,11,7.4,30641,"Certified Fresh",81,"Upright",84,"no","no","no","no","no","no","Miranda July","John Hawkes","Miranda July","Miles Thompson","Brandon Ratcliff","Carlie Westerman","http://www.imdb.com/title/tt0415978/","//www.rottentomatoes.com/m/me_and_you_and_everyone_we_know/","Drama"
"288","Henry: Portrait of a Serial Killer","Feature Film","Drama",83,"NC-17","GreyCat Films",1986,9,24,1998,11,17,7,22601,"Certified Fresh",86,"Upright",71,"no","no","no","no","no","no","John McNaughton","Michael Rooker","Tom Towles","Tracy Arnold","Tracey Arnold","Mary Demas","http://www.imdb.com/title/tt0099763/","//www.rottentomatoes.com/m/henry-portrait-of-a-serial-killer/","Drama"
"289","Someone to Watch over Me","Feature Film","Drama",106,"R","Sony Pictures Home Entertainment",1987,10,9,2001,8,28,6.1,7076,"Fresh",76,"Spilled",42,"no","no","no","no","no","no","Ridley Scott","Tom Berenger","Mimi Rogers","Lorraine Bracco","Jerry Orbach","John Rubinstein","http://www.imdb.com/title/tt0094008/","//www.rottentomatoes.com/m/someone_to_watch_over_me/","Drama"
"290","Grease","Feature Film","Other",110,"PG","Paramount Pictures",1978,6,1,2002,9,24,7.2,161601,"Certified Fresh",78,"Upright",88,"no","no","no","no","no","yes","Randal Kleiser","John Travolta","Olivia Newton-John","Stockard Channing","Jeff Conaway","Didi Conn","http://www.imdb.com/title/tt0077631/","//www.rottentomatoes.com/m/grease/","Other"
"291","28 Days Later","Feature Film","Science Fiction & Fantasy",113,"R","Fox Searchlight Pictures",2003,6,27,2003,10,21,7.6,285328,"Certified Fresh",87,"Upright",85,"no","no","no","no","yes","no","Danny Boyle","Cillian Murphy","Naomie Harris","Brendan Gleeson","Megan Burns","Christopher Eccleston","http://www.imdb.com/title/tt0289043/","//www.rottentomatoes.com/m/28_days_later/","Science Fi"
"292","Normal","TV Movie","Drama",110,"Unrated","Bankside Films",2003,1,21,2003,10,7,7.3,2598,"Fresh",100,"Upright",75,"no","no","no","yes","no","no","Jane Anderson","Tom Wilkinson","Jessica Lange","Randall Arney","Hayden Panettiere","Joe Sikora","http://www.imdb.com/title/tt0338290/","//www.rottentomatoes.com/m/normal/","Drama"
"293","Winter's Bone","Feature Film","Drama",100,"R","Roadside Attractions",2010,6,11,2010,10,26,7.2,108598,"Certified Fresh",94,"Upright",76,"yes","no","no","yes","no","no","Debra Granik","Jennifer Lawrence","John Hawkes","Kevin Breznahan","Dale Dickey","Garret Dillahunt","http://www.imdb.com/title/tt1399683/","//www.rottentomatoes.com/m/10012136-winters_bone/","Drama"
"294","Your Sister's Sister","Feature Film","Drama",90,"R","IFC Films",2012,6,15,2012,11,6,6.7,20655,"Certified Fresh",83,"Upright",66,"no","no","no","no","no","no","Lynn Shelton","Emily Blunt","Rosemarie DeWitt","Mark Duplass","Mike Birbiglia","Mike Harring","http://www.imdb.com/title/tt1742336/","//www.rottentomatoes.com/m/your_sisters_sister/","Drama"
"295","Sleepover","Feature Film","Comedy",89,"PG","MGM",2004,7,9,2004,11,23,5.3,12322,"Rotten",15,"Spilled",55,"no","no","no","no","no","no","Joe Nussbaum","Alexa Vega","Mika Boorem","Jane Lynch","Sam Huntington","Kalli Flynn Childress","http://www.imdb.com/title/tt0368975/","//www.rottentomatoes.com/m/sleepover/","Comedy"
